Text,Class,ID
Came in  sat at the bar  tried to order a beer   Bartender didnt have the proper drink menu   Took him about five minutes to show the proper menu   Drinks are ordered and given to us   Didnt check on our status at all (e g   how are the beers  need a refill)   Overall  a horrible experience   No need to waste time here when there are so many other better choices  all of which have so much better service   To be fair  the bartender could have just been a jerk ,negative,689547
After dealing with the rude and NASTY clerks of the Surprise DMV on multiple occasions  this place was a pleasure  Short wait  nice people who were efficient and knew what they were doing  I NEVER WANT TO GO BACK TO THE SURPRISE DMV!,positive,186136
this place is an all you can eat sushi restaurant  You use iPad to order and everything is served to youThis place is not worth it to be honest  The sushi was okay but the wrapper was so hard to chew  The other items were so boring and you got tired of it  The fried race was SO OILY that it stuck onto my sisters face  The dynamite roll was honestly the highlight of the food  Also the tiramisu was tiny but pretty good The reason this gets 1 stars is because the service is terrible  They gave me water 1 the whole time I was there  They were a bit slow in confirming the orders  I AM SO PEEVED because the orders come out INCREDIBLY SLOW  I literally ordered one the hand roll when we first got there and it came out 50 minutes later  This happened more than once The washroom was very nice but had no tissue  Restaurant itself is dirty  I will come back because I love sushi that is in big amounts  But I hope I find another place because this is very terrible,negative,6645692
Stay away  Avoid Ginseng3 unless you like old fish dipped in disinfectant ,negative,4580672
Came here and met with Rusty  A friend of mine is looking for a mortgage and since I was in the biz for years  I came along to ask some questions too Rusty was friendly and on point  We discussed the needs and he was able to find a program for my friend  I thought he was very professional and his company fees were extrememly reasonable! If and when the time comes and I want to buy a home again  I will come here  There are a lot of shady brokers out there and Rusty isnt one of them Ill post an update as to how it went but for now  Im definitely a fan!,positive,642218
Wish I could give 0 stars  Consistently gets order wrong  They are so quick to throw your food at you that if they took a few extra minutes to look at what they were preparing they may get the order right  Food no longer tastes good either  Will drive to a farther Wendys out of my way just to get a correct order ,negative,6405640
I have nothing bad to say about Nordstrom ESPECIALLY the one in Fashion Square Scottsdale  They always have the best customer service and friendly staff!I love the great finds here  even in the Juniors section for us small girls/ladies!The only thing is that I wish their highend shoe department sold more highend shoes  common Louboutins!!!,positive,2268394
Read all the glowing reviews and was excited to come here   Sorry  it was a real letdown   While the food presentation was good  the food quality itself was extremely substandard  and most of the items were not hot  and were either overseasoned and salty  or rather tasteless   The meat station items looked good  but the meat quality was poor  and the meat was so tough and salty that it was unedible   All of the items with very few exceptions reminded me of an expensive version of Hometown Buffet   The best station was the Italian items  and that isnt saying much   If you know the difference between good food and mediocre food  do not waste your time here   If you do not have developed tastes  then you will likely enjoy yourself   I rate this as one of the great culinary disappointments in my dining experiences in Las Vegas ,negative,4289742
Dr  Saul Schreiber is the best  Always close to scheduled appt time  Professional staff and clean environment   The doctor is a caring  kind and thorough expert  Has gone above and beyond what was expected  My thanks to him and his crew ,positive,948178
Realize that your nice car is in the hands of teenagers and poor management  My car was hit by a worker driving another customers car  They didnt tell him until he came to check on his car that it was involved in an accident  They completely ignored me and wouldnt answer my questions even though the worker said he didnt see me and it was an accident  I was very calm because I know accidents happen so I wasnt giving them a hard time  I never got a follow up call from the management and I got a lot of attitude from their general manager Teresa when I called to follow up on what was going on  I was assured that Id be contacted after the investigation and it has been 2 months with no word  Furthermore  their insurance is sketchy and is avoiding my insurance company  You are risking your nice car with this badly run establishment ,negative,4292262
$10 99 to get in that includes all you can eat what more can you ask for  Way better than chuck e cheese  Up to date games  Prizes are higher tickets but the kids will have more fun anyway with the rides and games,positive,8328
Love this service  only $10 per day  Great deal and very efficient way to park  Well worth it,positive,3535750
This theater is cool!!! We didnt realize this was AMC and inadvertently brought our Harkins cups  They still allowed us to use them for free water  and they have the selfserve soda machines like fastfood restaurants do  You get to choose your seats before you go in  and the theaters have recliners! All I need now is a quilt from home (but then Id probably fall asleep)!,positive,5607406
We went to Anthonys for the first time  We sat at the bar and the service was great  I did not care for my Italian roast beef sandwich  and my partners calzone was a blob of melted cheese stuffed in a big piece of baked bread  Everything tasted bland  I was disappointed with the very limited menu ,neutral,6147697
Ive never really liked this place   The gaming area is small and the lackluster rooms leave much to be desired   The pinstriping everywhere makes me dizzy and completely irritates the shit out of me Ill reserve the 1 star rating for some other places down the street  because even though I hate this place      it could be worse   That second star could easily be a half  though Stay somewhere else  even if the room is compd ,negative,3064158
T G I  Fridays at Monroeville thought it was appropriate to give me another persons hardly touched meal in a clean bowl   A big group of us went to dinner   My husband and I are vegan  so we did our best to not be difficult and chose the kids pasta as our meal   Because our party was so large  my pasta came out first and they lost my husbands order and had to make a new one   So my pasta comes out in a bowl pre mixed and with a spoon in it   I thought nothing of it because I was starving so I ate it   When I finished  my husbands pasta came out completely different then what was presented to me  He had pasta in a bowl with marinara poured on top  Nothing was pre mixed no spoon in it   Thats when I knew they gave me another childs meal that was hardy touched   THANK T G I  Fridays!,negative,4667258
Amazing Pakistai/afghan food  Best Ive had in the valley  Family run with very nice owners  Chicken tikka masala  goat karahi  and beef Bihari are my favs,positive,264772
On the inside you have somewhat of a disco vibe or something like that going on    I am really not sure how to describe it but it is  interesting    Most importantly the beer is good! There are enough choices that theres something for every palate  There is plenty of space and even some cumphy couches and chairs  It is a big space but very little light  some sky lights would really make it feel better  Also:: if the man and woman running around back in the brewery area and in and out were employees let alone the owners    you should try to at least say hello to the only people sitting at your bar! Or try not to come off so cold    actually though to me the whole placed seemed a bit cold and I dont me temperature    except the bartender    she was just wonderful  even though she said she was new  She was just great  We will definitely be back  I think they just opened so Hopefully it will just get better from here out ,positive,4046053
First off  the food is always great  Its so good  But what made this experience wonderful is JAMIE  She was very nice and professional  Made our dinner well worth it,positive,1142739
The server was not very nice until the very end and she kept disappearing for 1015 minutes at a time when we were trying to order  We stopped in for a snack and drinks midday  We had the happy hour margaritas for $5 each and they were OK  it was way too heavy on the sweet and sour mix but what do you expect for a $5 drink I suppose  We also ordered the quesadilla off the appetizer menu to share and chips & salsa  The chips were kind of hard  but the salsa was good  The quesadilla was more of an empanada  but it was delicious Maybe wed give it another try if were back in the shops there ,neutral,4993071
I really enjoy this place  and split my time between this location and the one on college  Both are great  but this one has a bit more space (if thats your thing)  The prices are incredibly reasonable ($2 50 for a cappuccino  for example)  and unlike other places  you do not get charged an extra 5075 cents for nondairy milk  The coffee is great  the barristas are great (especially when they play Fleetwood Mac)  On weekends  the owners parents make tasty hand pies  definitely try one out! There are a few outlets  but they are a little awkward to get to  but I think thats fine    One negative thing other reviewers keep saying is they dont like the noise of kids  I have to say  even as someone without kids  I enjoy that its a child friendly place because my friends with kids/babies feel welcome here  And really  if you want more quiet  the Gladstone library is a 2 min walk away ,positive,2540384
Not only was the Andy good but Andy  the cashier  was the absolute best  He was extremely patient and comical while I was deciding on what best to suit my palette for the evening  Cant say much for the young lady and the two older gentlemen that were working ,positive,3939069
This place is incredible! The staff  service  food  prices and environment are all perfect  The staff treats you so well and you can tell they really care that youre having a top notch experience  Its a great place to watch the sports and they have tons of tvs all over ,positive,5484600
Nick and his helper moved us into our house in record time  They didnt come up for air even though it was 113 degrees outside!  This saved us a bundle   The furniture was handled with kid gloves like it was their own   Can we give them  6 STARS ?!,positive,3897648
I have used this co  In the past which is the reason I used their services last week to move into our new home   Alicia in their office is just about the nicest person to interact with I can imagine   There were 5 GENTLEMEN moving our possessions from 3 different locations   They worked about 13 hours   On time  courteous  professional and the list goes on   Lots of HEAVY items and a 3 level home   NOT A SINGLE SCRATCH ON ANY WALL   not that I really would have cared David  nick  Tj  Demarcus and Ryan should certainly be commended   Just the kind of men you want in your home and would love to hang out and have a beer with I hope I never have to move again but if I do these are my guys!  I know this review sounds like I am the owners brother but this is as genuine as it gets folks   Anyone can even call me for anything further if they want Andy gervase 4802448056,positive,2293616
This place is so good! A little bit of a wait for a Friday evening was to be expected  you can enjoy a drink while you wait or walk down to the food truck court across from Barrio Queen and wander on Friday nights  They text you when your table is ready which is awesome! Prosciutto with Brie panini is to die for  great combo of salty and sweet  Our server was great and attentive  he made an effort to engage in conversation and was very helpful with questions about the menu  The wine I selected was a little bitter  maybe just a bad bottle? I cant wait to go back!,positive,5509303
Food was delicious but the service was kind of annoying  We asked for salt and the waiter insisted that we eat some of our food before he would bring us salt  I understand that in many restaurants they want you to try the food the way it is prepared before you season it yourself  but I really hate it when a waiter tries to tell me how to eat my dinner The waiter kept telling us how good the blood sausage is and that it is what they are famous for and I guess if you like blood sausage it is good  but I just dont like blood sausage Our food was great overall but waiters who dont bring you salt when you ask for it should be fired  You are a waiter  not a food eating instructor  This is not the first meal I have eaten  bring me what I want and go away ,positive,1223748
I was looking for a new coffee shop  and the coffee is and the environment is great  Makes you feel like youre healthy but not actually eating healthy,positive,2740265
The food was terrific  the atmosphere was nice albeit a little loud  the serving sizes were big (the pasta dishes could easily be shared by 2 people)  and the servers were prompt and attentive   The pasta with chicken  pine nuts and pesto sauce was delicious   Also  the pasta dish with tomato sauce  sausage  and maybe some veggies was tasty   Overall  would definitely go back  although maybe earlier in the evening or when its a little less busy so its not as loud ,positive,4890356
Personally I like this place a lot   They have pertty decent food   The hummus is good  the baba is good  the pita is fresh  the servers are kind and quick to fill up your drink  and I really enjoy their fallafel   Quantity is awesome   Not the highest of quality as far as ingredients go ,positive,4191477
This was one of the worst service experiences I have encountered  If I was at a Taco Bell I would be content but when you are paying $200 for a night out it should be a top notch experience  We were asked to flag me down when you are ready to order  Our reservations were at 8:45 and we were seated at 9:30   I will say the food was good  but I would spend your money and time elsewhere ,negative,5642879
Visiting from the Seattle area this restaurant has been our breakfast and sometimes lunch spot every day that weve been here  Food is good  the service is good  over all the give it a 5 stars which is rare  Good servers Mikey  Sylvia  and Niko  My fav    Caprese omelet ,positive,5878051
David Filter  the owner  couldnt be more accommodating or more pleasant to work with   English Garden is a gem   Their shop is large  clean  stocked with fresh  interesting flowers (um carnations and babies breath are not interesting flowers so if this is your idea of fancy  go over to Trop @ Maryland Parkway   )   He hires floral designers from all over the world who keep his designs interesting and creative   I count on him to keep my event florals top notch   Im not alone   Hes the goto florist for most of the celebs in town    Totally passionate about his business  good to his people  and his customers    Love love love English Garden!,positive,818159
The sushi and food was okay nothing memorable  The wait staff was friendly  It didnt look too busy that night  WE ordered 3 things at the beginning and didnt receive them till everyone in my party was done eating and ready to pay  When I told the server I had not received my okinomiyaki (Japanese pancake) and my cousins spam musubi and edamame she replied by saying oh gosh those things take a really long time to make  REALLY!! I had high hopes for this place and maybe Ill give them another chance ,neutral,5028262
From 9:30 pm to 11pm  you can get lobster tail  steak and potato for only $10  Usualy about 15 minutes wait  but well worth it  Hamburger is another good choice  Value for the money!,positive,1296113
My husband and I came for breakfast  which they serve all day  and we were not disappointed   I ordered a cappuccino and their Cafe Benedict   Oh my dear lord were these both delicious!!  My husband even said he has not seen me clean my plate like I did in a while   My husband had a coffee and their caramelized ham and cheese omelette  He enjoyed his pickings equally as much!  Both of our meals came with hash browns and my husbands also came with toast and two mini jars of jam   Service was great and everything came out pretty quickly   I highly recommend everyone to come to the Cafe Bellagio for breakfast at once during your stay in Las Vegas ,positive,3757263
I love going here  She does an amazing job and the tan looks great and I am usually as white as a ghost  I have used her services many times and I wouldnt dream of going any where else ,positive,2397499
Ive traveled around the world and been to many hot spots such as the party city of Ibiza  Rome  Florence  etc but this is the best night club ive ever been to  hands down!! I had bottle service and most definitely recommend it as it helps you skip the crazy lines to get in and the personnel is friendly and helpful! If your a party animal  inside is packed and crazy  If you still want to have a good time but have more space to move and talk with your friends  then I recommend the outdoor pool area  We had a pool side VIP seating with an amazing view of the DJ of the nightCalvin Harris rocked!!!,positive,3077373
If it were possible to give a zero star rating  I would  but the app requires a star   The staff  including the manager/owner (tall bald man) is incredibly rude   It is clear they do not want return business  and they will certainly never receive another penny from our family   If you are in Olmsted Falls and are in the mood for Mexican food  for your own good I urge you to drive a couple of miles into Berea and patronize Maya   The service and food at Maya are far superior!,negative,3109911
Slow roasted beef brisket  caramelized onions  camel BBQ sauce  chipotle mayo  BAM! Thats the best sandwich in Toronto right there  My mouth is currently watering as I write this  The Camel is too damn good  Enjoy!,positive,4461530
Heard that the original owners were back in the area and had opened in the location that formally hosted a Hot Dog on the Stick  You can easily pass it if you didnt know it was there already  but hopefully better signage is on the way  Service was friendly and quick through the drivethru and they offered an apple and a drink on the house with each sandwich  The most important part  the food   Good portions and fresh ingredients as weve grown to expect  The beef could use another shake or two of seasoning  Fries are packaged in a plastic to go container with no ventilation   BIG no no  They sweat and become soggy  I am sure some folks like that  but I prefer crispy fries  Overall  good meal and service  but probably better if you have the time to eat in ,positive,1723132
Basically this is the best place you can go for a breakfast sandwich  A Bob is a breakfast on a bun and it has bacon  old cheddar  mayo and hoisin on a bun  Its a guarantee your morning starts out with no temper tantrum  Exactly what you wanted and for a super cheap price   Coffee is great  But really the place is about the people working there  They remember your name  your order and they actually really like their customers  The two new owners are late twenties and best friends  You sort of get the sense you are going to go hang out with friends  I also seem to run into every writer and artist I know  Ready to stare at their laptops or take the occassional break and talk about their projects  This is the sort of place that can be your Toronto   I cant recommend it highly enough ,positive,447910
In my entire life  I have never seen a waiter complain about a tip upon receiving one until today  A friend visiting from Brazil wasnt clear of the tipping process in Canada and rounded up as they normally would due to habit   The old man outright threw a fit  I mentioned that I would explain the concept to my visiting friend to fix the problem as the service was great  but the waiter still wouldnt have it  He said he [the visitor] should know better and wouldnt listen to reason  We had great service until the last minute When he became rude and unprofessional  Not impressed  I should have asked him to refund the total tip altogether after that ungrateful nonsense  HERES A TIP; maybe you should leave the village at some point in your life and see how the rest of the world operates ,negative,3178684
The staff was very nice  The food is ok nothing great but not bad either  I would come back every so often  Overall I did have a good time ,positive,5023773
Good food  but we waited a very long time for our food   The table next to us was empty for the first 30 minutes of our wait   They got their food shortly after we did We had the brunch  they had the pizza   This looks like a great place for families and pizza ,neutral,1358229
Items ordered  starter  fresh humus and pita bread   entrees  Beef Shish Kabobs with fresh vegtables that included roasted jalapeno and the Frarej  a wonderful lemony roasted chicken with ripe tomatoes and potatoes basted in lemon  garlic and olive oil  Ill be honest I dont eat Mediterranean food often but I know good fresh food when I taste it  So when I see fresh steaming pita bread being served I started salivating and the humus was excellent  With the shish kabob the beef was tender and the veggies perfectly done  The chicken with the Frarej was tender  juicy and full of flavor  I must say if you dont care for lemon skip this dish but I loved it  Ive officially put Mediterranean food as a viable option when considering dinning out and Hedarys is the reason why ,positive,3283881
I dont know why this is rated as the best ramen noodles in Toronto  The soup was too salty  and you have to pay for the extras  Ive had better ramen in Vancouver where you get everything in the bowl ,negative,2023097
Im honestly unimpressed  I got their vegan gluten free mac n cheese and their falafel waffle  Spent $25 on food  and the mac n cheese was hard and dry and the cheese was almost completely dried up  The side salad was generous in portions but didnt taste like anything  not even the dressing  The falafel waffle was also dry and the accompanying veggies were undercooked   I had to get to work so I took the food with me and didnt have time to go talk to someone in the restaurant  unfortunately  I will say their baked goods are to dieeeee for  but the food? Waaaay too expensive to be paying that much for that quality of food  in my opinion  It was a $25 wasted ,negative,2924100
I had the Thin Man and a Leek and Bacon soup while I was here  and all I can say is WOWZA! Everyone is right about their special sauce  The delicious  quality food matched the delightful  friendly master chefs (and their mom!)  The atmosphere  staff  and food of this place will definitely keep me coming back for more affordably fantastic food ,positive,2154789
Came with friends because one of them recommended the house special 3 guys (grass jelly  pudding  & tapioca) milk tea  I debated between that and 2 ladies (pudding & tapioca) and ended up getting the latter  We had a good laugh at the strange drink names The drink itself was pretty good! On par with Chatime prices but I quite liked the pudding texture and flavour  The tapioca were nice and chewy and the milk tea wasnt watered down  I ordered 70% sugar and less ice  Just right to keep my drink cold but get my values worth of milk tea! I would definitely come here again when around the area!,positive,696339
Ordered the homemade meatball sub for lunch for take out   When i got back to the office  I opened the container and there were 3 meatballs on a piece of bread with some cheese and maybe  maybe some sauce    So dry   Still hoping for a tasty meatball  Nope   Like someone poured cups of sugar into it   Too sweet   Had a coworker try and he agreed  Bad   I called the restaurant and they explained that their meatballs are a family recipe and a little on the sweet side   Wow   I have no idea who would continue to eat these generation after generation ,negative,4116057
My husband and I went to TBones last night  we hadnt been there since my last written review   As much as we like the food and the place itself   we probably wont go back until they get rid of the weekend entertainment   He  is SO bad and its so LOUD!!!   Hard to believe no other complaints/comments about that on yelp??  We could hear people sitting at the bar complaining about how bad the guy in there is    Soo surprised hes still there!!   Some light R&B or Jazz would be great in there!!,neutral,3774932
Another La Belle Province (this one IS part of the chain  not all are)  Typical La Belle Pronvince junk  hotdogs are okay  and the buns are from the IGA right across the street  The poutine is a dissapointment  Orangeish commercial mix  refrifrirated cheese curds  and thick unevenly cooked fries  I left frustrated  Visitors: PLEASE do not make this your first Poutine Extra star for making the design of this particular location a mix of a 50s diner and a space shuttle ,neutral,315547
I had the brunch this time (Not my first time here)  Definitely expensive ($13) for their brunch  Good variety of breakfast items  The pongal was amazing  Idly  Dosai were just the usual  The sambar was just OK (they should improve considering it is the primary side for bfast)  The gobi manchuria was amazing  The lunch items were OK (one snack  paratha  2 entrees & veg biryani)  Decent variety of desserts (the gulab jamun was perfect & this is another place that serves it hot)  Ordered Mango Lassi on the side & it was amazing! Final Verdict: I would visit this place again  provided  they improve their sambar!,positive,2156625
I came for the buy one get one free deal because Id like to support charities and they also gave a sandwich to charity for every one that you bought  The brunette girl who made my sandwich was very nice very sweet very professional she look like she actually liked her job  She made the sandwiches very neat because sometimes theyre just thrown together but that wasnt the case here  This location is right by my house and this was the first time Ive been there  Very pleasant experience! Ill be back!!,positive,1922079
This place is fast becoming my favorite italian joint ever  Its rare that Las Vegas connects traditional italian  laid back deli  and 10/10 taste  Heres a recommendation I sent to a  friend visiting from Chicago: Youre from chi town so I bet you have great Italian  but there is this hole in the wall place called Cuginos that has incredible Italian food  Its 4 5 stars and Yelp  and 5 stars on Trip Advisor  If you want a laid back Italian fix that wont break the bank  check it out! I stand by my message  This place is great!,positive,5468492
we went here for a belated birthday party and i only have two complaints: it was hip hop night and they only played new songs and they dont let you have hats or cell phones on the rink  i realize the 2nd thing is a safety issue but seeing as though there were people racing past us  i think my hat would have been fine  for the money  its great time and a great workouti definitely enjoyed myself and will go back,positive,6657412
Me and my mom enjoyed coming here to go shopping and get something to eat it was always nice time clean mall friendly employees,positive,3596800
Five star for the food but no star for the stinky toilet which reminds me of many places in China   Again  the dirtier the restroom  the better the food because it is being used   The food is definitely authentic and the prices are excellent   They even offered $9 95 for a Canadian Lobster which you will pay in north of $20 in a typical western restaurant   We ordered crab and it was excellent as well   Tofu  beef brisket (New Nan) were below par in my eyes   DO NOT ORDER FROM AMERICAN MENU   This is a chef from Hong Kong so if you like saucy food with light texture  you are in great hands ,positive,1188431
Ive ordered takeout  and Ive dined in  Im a huge fan of the oil free options  Delivery is always quick and the order has thus far  always been correct  Dining in  the staff is super friendly   The food was even better and plentiful The pu pu platter was decent  The crab Rangoon  not the best  but far from the worst Ive had  The meat stick was tasty  I always love spring rolls  My BF got his usual General Tso  and its better in house bc its crispier  I got the chicken shrimp house special oil free  It was perfect and the veggies!! Yum!,positive,3070628
Wow!  This place is a must try!   Excellent food and great service     just visiting Montreal from Toronto     but Id take the drive to have this experience again     order the BAB     we need more restaurants like this,positive,6465111
Good lunch menu options  portions are perfect sized   Service was fantastic  and atmosphere is a good place to sit and chat for groups of 46 at lunch time even on Fridays Tried their butter chicken & naan  and a mango lassi  Naan is super fresh  and the lassi is lovely with cardamom bits and raspberry ,positive,1368448
First time here and have been waiting for an hour  Many in the waiting room have been here longer  The trick is that they make you pay at check in and then have you wait  Recommendation: Bring a good book or find somewhere that respects your time ,negative,1160311
Visited for the first time today with the family and it definitely exceeded my expectations!! Everything was perfect  the delicious food  portion size & customer service! There are so many options on the menu to pick from so anyone can find exactly what theyre craving! Definitely my new favorite spot in town ,positive,5870966
Had an amazing meal at Saturday Dinette  As with Hammersmiths before  the space is openconcept  cozy  and has a great vibe  Staff was attentive and friendly and the prices were very fair for the excellent food After sampling bite of every dish on the table  everyone in the group was thoroughly impressed with everything and we ate every last bite of food  The coconut milk mac and cheese was really delicious  There were lots of vegetarian options and extremely tempting side dishes  appetizers  and milkshakes!,positive,1644243
Oh  whats that? I love the Blakeney Bevello just as much as the SouthPark location? Shocker  Yup  ladies  this Bevello has a fabulous selection of tops  dresses  jeans and shoes all ripe for the picking  Plus  their customers service is top notch  these ladies are genuine and happy to help you find whatever you may be seeking  Dresses  pants  tops  sweaters  etc  Plus  prices are fair and the shop also features plenty of midrange brands that are trendy but modern to bring you from season to season  Theres also a nice selection of designer denim near the register   Dont forget to check out the shoes  including the Toms for adults and babies  Those little shoes make the best baby gifts!,positive,4002362
I really wanted to like this salon  as it is in the Downtown Summerlin mall  right next to nekter juice bar  I went in for a set of dip powder nails  and they took me fairly quickly  The bummer was  both technicians that worked on me were both rude  The lady (Juli) that started my nails worked very quickly  and sent me to a male technician (M J ) to finish  because she had an appointment coming in  Both nail techs groped and thrusted my hands around as they hurried me along  It was extremely uncomfortable  Neither one smiled either  It was like they both hated their jobs  Not the kind of relaxing experience youd want in a salon  They also seemed upset that I did not want a manicure along with my dip powder set  which took an astonishing 20 minutes max from start to finish  Ive never experienced such treatment in a nail salon  I wont be returning,negative,2563074
So yummy & so fast! House special chicken & orange chicken are my favorites  Plus they use all white chicken breasts  I love that spicy dishes can be ordered a little more mild; satisfies the entire lunch group dining together ,positive,4529099
Robin is the BEST! The salon is beautiful! I am always pleased with my cut and color when I leave   All the stylists do a great job here ,positive,4349863
Fresh sashimi  delicious yakitori and rolls   We drank a lot of sake  ordered about 4 rolls  several pieces of sashimi and the total came out to $8090   Well worth it   I would def  come back for their sashimi ,positive,1282927
The food is pretty awesome  Highly recommend the  grilled pork entrails  But the service is just ok cuz only one waiter in service ,positive,4865631
Good food  ok service  I got the duck salad and its was definitely two meals of food  Would go again ,positive,1360961
Based on previous reviews  we had to try out this hidden gem  Its very hidden and we could not have found this place without direction  Friendly staff  Very tiny with limited stools  Good selection  Pizza had a thin crust and great! Slices were flimsy while eating but worth a try!,positive,446197
This past Wednesday as we were walking around Philips Place I noticed a new restaurant across from the Palm and we decided to check it out  Im glad that we did  We were seated in the bar area with a nice view of the fountain and to our surprise we had not one  but two servers  as one was in training  Stefan and Michael were extremely friendly and very helpful as it was our first visit  We ordered the chicken meatballs and a few salads along with some wine to start the evening off and we were not disappointed  the meatballs were tasty and the salads were crisp with great homemade dressing For dinner I went with the Scottish Salmon and my wife chose the Market Special  fresh shrimp over polenta with a marsala sauce  both were entrees that the server trainee suggested and we loved them  We didnt have time for desert  although it was suggetsed and sounded great  maybe next visit ,positive,5385866
We have used Freedom Animal hospital for years!!! The vets and staff have always been great in providing services for our pets   We use them for boarding as well   Great place to take our cat and dog for routine or unplanned checkups!  The Sat hours is a real plus as well ,positive,6050410
Calling around a few different gyms for the girls this one here was a little bit further out of the way but really great accommodations when in need of a temporary gym when on the road,positive,632456
I tried this place 4 times  I was not impressed  I tried the pulled pork tacos the first time  It was dry and cold  I tried it because I love new ideas  Its cool to be creative  but it should taste good  The fish fry was terrible  I think someone made the tarter sauce and forgot to refrigerate it  I ended up saturating the fish with lemon to finish it  I think the worst part was the bartender  There is no way she was sober  She was just laughing obnoxiously  My friend that took me there was really excited until she tried her old fashioned  The cheesesteak was tough  I guess where else would you go in Oregon?,negative,2651775
So my fiance and I had dinner at this Outback and I just had to make this review  mostly regarding the service  We both thought it was strange that our server asked if my fiance wanted his Amstel Light in a bottle when that is the only way they serve it  Also I had asked for veggies as one of my sides and I got the baked potato so had to wait for my veggies a few more minutes after my meal got there  BUT my biggest complaint was that our server poured me my 2nd glass of wine  which was a different type of wine into the same glass that I already had been using  That is such poor Restaurant etiquette that I really wish I would have said something  Food was pretty good  I tried their lamb for the first time  It had a good flavor but it was very fatty ,neutral,4513554
I had there oxtail fries and I was not a fan you need to like it in order to enjoy it  I also had the pork belly and I was not sure if I did or didnt like them  But everyone tastes bugs are different we also had the kiki burger n that I loved so good  I would come here again when am in town but not get the fries nor the pork belly ,positive,2165260
This is the best jiffy lube Ive ever been to  The service was very quick  but also very thorough on inspecting my car   Customer service was outstanding   Jimmy was very knowledgeable  helpful and professional   Not sure if he is a manager  if he isnt he should be   Hannah was very friendly and courteous   I will only come to this jiffy lube because of the service I received   I highly recommend this jiffy lube ,positive,5335914
I recently started liking Superdrys jackets  Im not really sure where this newfound obsession came from  I like that theyre not that expensive but the quality still feels pretty decent  They had 30% off the entire store during Black Friday and afterwards The sizes run a bit small  so I would size up if youre not sure or are in between sizes Im currently wearing a Wind Attacker jacket and feel really comfortable in it  The collars are really high and stuff so its nice for you to rest your chin on it ,positive,2575107
We ordered a skillet with egg  shredded pork  beans  crispy corn tortillas topped with a red sauce which came with a side of sour cream and salsa  We also ordered French toast with bacon  Both plates were very good but the pork carnitas stole the show  I will go back for that dish! Service was good too ,positive,6082968
Sibling Brewery needs to find someone else  Terrible service  Came in and asked how long they would be there  was told 9:00  Went out at 7:30 to place an order  was told she wasnt taking orders at that time  to come back in 10 min   (ok   )  My wife went back out at 8:00 and the woman in front of her was told that she would be the last order ,negative,4442803
The only thing good is the bread with oil and vinegar  Service sucks just as bad  Our waiter 2028 Michael who keeps disappearing  didnt even give us napkins  Its possible that they dont give good service because gratuaty is already added to your bill  I had a very salty spaghetti and meatballs and pizza  Food is waaaaay too salty,negative,4945942
very disappointed! I bought a groupon deal which was for *$16 50 for three Groupons  each valid for two Like It size createyourown treats with one mixin each ($28 14 value)  As I was taking it home for my family  I asked her if it would be possible to put the ice cream all in 1 container  She said sure  it will be about a quart  I asked her how much a quart of my familys favorite (raspberry sorbet  cheesecake & coconut & white choc chips)  She told me it would be about $8  What a ripoff! I paid $16 50 for a deal on a quart of ice cream valued at half the price?!?! Based on the groupon value of $28 14 I should have received close to 4 quarts  NO THANK YOU!,negative,6652348
I eat here all the time  Best Thai food ever  I found out about this place through Yelp last year and eat here as often as possible  The eating area is small and cozy  the food is great and the waitress is always smiling and kind  Its close to home making it easy for me to make a Thai food run  My first choice in Vegas ,positive,2039531
Wow! Chipotle aint got nothing on this place   The only thing I didnt like was having to choose a meat because they all tasted so good! (Sampled them all) there burrito is unbelievably gynormous and their meats carry authentic homemade flavor  You can tell a lot of love went into this food! Very fresh  very good and very large portions  Also  the Lucha libre theme is pretty hysterical! Love this place!!!,positive,6466261
I came as a walk in on Friday mid afternoon with my sister  It was packed  The wait was about 30 minutes  We were provided beverages while we waited  The staff was very apologetic  My sister did the mani pedi special for 38  I did a regular pedi and gel mani for 60  John  one of the technicians did acupressure during my pedicure which was very surprising twist  I will give this place another try  The decor was interesting  This place is under new management so things are scattered everywhere while they redecorate ,positive,1920641
The food was excellent  however the location is very run down  While the theme of this restaurant is a run down look  this location is even more run down than just in looks While the food would have us going back for more  not sure if the state of the restaurant would be something to subject ourselves to again  In need of some TLC ,neutral,4878055
Molisana bakery  Not too shabby  Came in here for a pastry and an espresso    Couldnt find the pastry but the espresso was decent  $2 per shot  It was long and hot and delicious  Did the trick  Probably wont be back to be honest  Its a bit out of the way for me and the parking lot is a little crazy  but the price is right and the flavour is on point  Just personal preferences  I did see they had a hot table which was happenin during lunch hour  Check it out!,neutral,3626069
Awesome place! The staff is friendly and they offer a ton of vegan options  including delicious muffins! They also have vegan cream cheese for the bagels  The coffee is one of the best I have ever had!,positive,408037
Awful customer service! The employee was rude and condescending  She did not hear my order and when I corrected her she rolled her eyes and proceeded to talk about me to another employee while she fixed my order  Something along the lines of  she said this and now      she wants this! It was a simple mistake that could have been handled completely differently  I left without my order and will not be returning ,negative,419711
